Unnamed: 0,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Month,Hour
2126,0x57d3,MUMRES03DEL03,32.0,4.1,19.22384,72.841347,19.28384,72.901347,2022-03-11,20:20:00,20:25:00,Stormy,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,31.0,3,0
2127,0x6e4a,INDORES11DEL02,31.0,4.9,22.751234,75.88949,22.801234,75.93949,2022-04-03,19:45:00,19:50:00,Sunny,Jam,1.0,Meal,scooter,0.0,No,Metropolitian,20.0,4,0
2128,0x3c2f,VADRES09DEL02,35.0,4.7,0.0,0.0,0.08,0.08,2022-04-02,20:55:00,21:00:00,Sunny,Jam,0.0,Drinks,motorcycle,0.0,No,Metropolitian,27.0,4,0
2129,0x816b,COIMBRES11DEL01,37.0,4.6,11.001753,76.986241,11.071753,77.056241,2022-03-27,22:10:00,22:15:00,Sandstorms,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,28.0,3,0
2130,0xa6b,INDORES04DEL02,23.0,4.9,22.753659,75.903365,22.773659,75.923365,2022-03-01,09:20:00,09:35:00,Stormy,Low,1.0,Snack,scooter,0.0,No,Metropolitian,17.0,3,0
2131,0xb76b,JAPRES04DEL03,30.0,3.6,26.902328,75.794257,26.992328,75.884257,2022-04-06,20:50:00,21:05:00,Stormy,Jam,2.0,Buffet,scooter,0.0,No,Metropolitian,33.0,4,0
2132,0x25f4,JAPRES08DEL03,23.0,4.9,26.910262,75.783013,27.050262,75.923013,2022-03-06,18:30:00,18:35:00,Windy,Medium,2.0,Drinks,motorcycle,1.0,No,Metropolitian,24.0,3,0
2133,0xd1c8,AURGRES02DEL03,20.0,4.8,0.0,0.0,0.03,0.03,2022-02-11,18:00:00,18:15:00,Stormy,Medium,2.0,Drinks,scooter,1.0,No,Metropolitian,25.0,2,0
2134,0x53dd,BANGRES05DEL02,36.0,5.0,12.970324,77.645748,13.050324,77.725748,2022-03-18,19:10:00,19:15:00,Cloudy,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,35.0,3,0
2135,0xb5d,VADRES11DEL02,35.0,4.1,22.308096,73.167753,22.388096,73.247753,2022-03-14,19:10:00,19:20:00,Sunny,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,44.0,3,0
2136,0xbcf2,HYDRES12DEL01,31.0,4.6,17.429585,78.392621,17.469585,78.432621,2022-03-09,14:15:00,14:25:00,Stormy,High,0.0,Snack,motorcycle,3.0,Yes,Metropolitian,47.0,3,0
2137,0x2146,SURRES03DEL02,32.0,5.0,21.186884,72.793616,21.236884,72.843616,2022-03-13,18:30:00,18:45:00,Cloudy,Medium,0.0,Buffet,motorcycle,0.0,No,Metropolitian,31.0,3,0
2138,0x77d,JAPRES05DEL03,21.0,4.6,26.905287,75.794592,26.995287,75.884592,2022-03-23,19:35:00,19:40:00,Fog,Jam,1.0,Snack,scooter,1.0,No,Urban,39.0,3,0
2139,0xb8b2,SURRES01DEL03,30.0,4.8,21.186438,72.794115,21.246438,72.854115,2022-03-09,19:20:00,19:35:00,Cloudy,Jam,1.0,Drinks,scooter,1.0,No,Metropolitian,26.0,3,0
2140,0xd215,ALHRES17DEL01,24.0,4.6,25.45235,81.841889,25.49235,81.881889,2022-02-13,15:20:00,15:30:00,Stormy,Medium,2.0,Meal,electric_scooter,1.0,No,Metropolitian,28.0,2,0
2141,0x639a,RANCHIRES15DEL02,30.0,4.1,23.369746,85.33982,23.499746,85.46982,2022-03-12,19:50:00,20:05:00,Stormy,Jam,2.0,Snack,electric_scooter,1.0,No,Metropolitian,38.0,3,0
2142,0x5a70,INDORES11DEL02,38.0,4.8,22.751234,75.88949,22.881234,76.01949,2022-03-27,21:45:00,21:50:00,Sunny,Jam,2.0,Drinks,motorcycle,0.0,No,Metropolitian,16.0,3,0
2143,0x95d0,SURRES11DEL01,29.0,4.6,21.157735,72.768778,21.197735,72.808778,2022-03-07,12:15:00,12:20:00,Sandstorms,High,1.0,Meal,scooter,1.0,No,Metropolitian,18.0,3,0
2144,0x2471,JAPRES15DEL02,39.0,4.7,26.891191,75.802083,26.971191,75.882083,2022-03-27,17:30:00,17:40:00,Windy,Medium,2.0,Snack,motorcycle,0.0,No,Metropolitian,20.0,3,0
2145,0x8bc4,HYDRES09DEL02,35.0,4.6,17.431668,78.408321,17.561668,78.538321,2022-03-27,19:40:00,19:50:00,Cloudy,Jam,0.0,Buffet,motorcycle,0.0,No,Urban,49.0,3,0
2146,0x39f9,CHENRES20DEL02,32.0,4.6,12.975996,80.221898,13.055996,80.301898,2022-03-08,19:55:00,20:05:00,Cloudy,Jam,0.0,Drinks,motorcycle,1.0,No,Metropolitian,48.0,3,0
2147,0x30e3,BANGRES14DEL01,37.0,5.0,12.949934,77.699386,13.059934,77.809386,2022-03-12,22:40:00,22:45:00,Windy,Low,1.0,Snack,motorcycle,0.0,No,Metropolitian,20.0,3,0
2148,0x3790,VADRES010DEL01,28.0,4.7,22.310329,73.169083,22.420329,73.279083,2022-03-29,22:20:00,22:30:00,Sunny,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,27.0,3,0
2149,0xb9ac,VADRES01DEL03,31.0,4.7,22.307898,73.167788,22.337898,73.197788,2022-03-26,22:30:00,22:45:00,Windy,Low,1.0,Meal,motorcycle,1.0,No,Metropolitian,25.0,3,0
2150,0x27c1,HYDRES08DEL02,37.0,5.0,17.438263,78.397865,17.488263,78.447865,2022-03-24,17:20:00,17:25:00,Cloudy,Medium,1.0,Snack,scooter,0.0,No,Metropolitian,18.0,3,0
2151,0xc55f,AURGRES04DEL03,25.0,4.7,19.876106,75.340775,19.906106,75.370775,2022-02-15,22:00:00,22:05:00,Cloudy,Jam,1.0,Snack,scooter,1.0,No,Metropolitian,22.0,2,0
2152,0x9d6e,INDORES15DEL03,20.0,4.8,22.760072,75.892574,22.820072,75.952574,2022-03-03,23:15:00,23:20:00,Sandstorms,Low,2.0,Buffet,motorcycle,1.0,No,Metropolitian,18.0,3,0
2153,0x5063,INDORES06DEL02,26.0,4.6,22.728163,75.884212,22.808163,75.964212,2022-04-04,19:35:00,19:45:00,Windy,Jam,2.0,Meal,electric_scooter,1.0,No,Metropolitian,24.0,4,0
2154,0xb1a3,SURRES14DEL02,23.0,4.8,21.157729,72.768726,21.237729,72.848726,2022-03-10,17:30:00,17:35:00,Cloudy,Medium,0.0,Buffet,motorcycle,0.0,No,Urban,37.0,3,0
2155,0x1581,JAPRES15DEL01,24.0,4.9,26.891191,75.802083,26.961191,75.872083,2022-03-12,22:30:00,22:40:00,Cloudy,Low,2.0,Snack,motorcycle,0.0,No,Metropolitian,21.0,3,0
2156,0x1773,RANCHIRES04DEL01,35.0,4.8,23.359033,85.325347,23.429033,85.395347,2022-03-10,20:35:00,20:40:00,Cloudy,Jam,0.0,Snack,motorcycle,3.0,No,Metropolitian,48.0,3,0
2157,0xaa02,COIMBRES03DEL02,30.0,4.8,11.025083,77.015393,11.045083,77.035393,2022-03-24,10:50:00,10:55:00,Windy,Low,1.0,Snack,scooter,1.0,No,Urban,24.0,3,0
2158,0x5c13,JAPRES13DEL02,22.0,4.7,26.846156,75.8023,26.866156,75.8223,2022-03-09,12:00:00,12:10:00,Sunny,High,1.0,Snack,motorcycle,1.0,No,Metropolitian,17.0,3,0
2159,0x84eb,CHENRES16DEL03,29.0,4.9,13.049645,80.242268,13.079645,80.272268,2022-03-24,17:45:00,18:00:00,Fog,Medium,2.0,Buffet,motorcycle,1.0,No,Metropolitian,14.0,3,0
2160,0x716e,SURRES16DEL02,36.0,4.8,21.160437,72.774209,21.290437,72.904209,2022-03-10,23:50:00,00:05:00,Windy,Low,0.0,Drinks,motorcycle,1.0,No,Urban,23.0,3,0
2161,0x2839,COIMBRES02DEL02,28.0,5.0,11.022477,76.995667,11.102477,77.075667,2022-03-31,21:15:00,21:25:00,Cloudy,Jam,2.0,Buffet,motorcycle,1.0,No,Metropolitian,32.0,3,0
2162,0x2b03,INDORES08DEL03,32.0,4.0,22.725748,75.898497,22.785747,75.958497,2022-03-11,22:55:00,23:10:00,Windy,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,28.0,3,0
2163,0x551b,BANGRES04DEL02,21.0,4.8,12.98041,77.640489,13.06041,77.720489,2022-03-16,22:00:00,22:10:00,Stormy,Jam,0.0,Buffet,motorcycle,0.0,No,Metropolitian,29.0,3,0
2164,0x5934,INDORES16DEL02,35.0,4.8,22.744648,75.894377,22.824648,75.974377,2022-03-10,18:25:00,18:40:00,Cloudy,Medium,0.0,Meal,motorcycle,0.0,No,Urban,42.0,3,0
2165,0x6cc1,BANGRES17DEL01,21.0,4.0,12.972532,77.608179,12.982532,77.618179,2022-04-05,09:15:00,09:30:00,Windy,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,23.0,4,0
2166,0x9162,COIMBRES14DEL01,31.0,4.7,11.003681,76.975525,11.043681,77.015525,2022-03-26,14:20:00,14:25:00,Sandstorms,High,0.0,Meal,motorcycle,1.0,No,Metropolitian,40.0,3,0
2167,0xd70e,GOARES05DEL02,24.0,4.2,0.0,0.0,0.08,0.08,2022-02-14,20:00:00,20:15:00,Sandstorms,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,34.0,2,0
2168,0x1f7b,RANCHIRES09DEL02,28.0,4.7,23.351058,85.325731,23.431058,85.405731,2022-03-31,22:45:00,22:50:00,Sandstorms,Low,1.0,Drinks,motorcycle,0.0,No,Metropolitian,11.0,3,0
2169,0x2669,BANGRES13DEL02,38.0,4.7,12.935662,77.61413,13.015662,77.69413,2022-03-06,23:50:00,00:05:00,Windy,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,20.0,3,0
2170,0xa65f,BANGRES14DEL03,28.0,4.8,12.949934,77.699386,13.009934,77.759386,2022-03-26,22:45:00,23:00:00,Windy,Low,1.0,Buffet,scooter,0.0,No,Metropolitian,12.0,3,0
2171,0xaaf1,SURRES19DEL02,32.0,5.0,21.149669,72.772629,21.169669,72.792629,2022-03-21,08:10:00,08:20:00,Cloudy,Low,1.0,Drinks,scooter,1.0,No,Metropolitian,19.0,3,0
2172,0x3bb9,CHENRES06DEL03,25.0,4.8,13.054347,80.257221,13.144347,80.347221,2022-04-04,17:55:00,18:00:00,Fog,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,37.0,4,0
2173,0xbc01,SURRES15DEL01,23.0,4.7,21.160522,72.771477,21.230522,72.841477,2022-03-06,23:00:00,23:15:00,Cloudy,Low,1.0,Buffet,scooter,1.0,No,Urban,23.0,3,0
2174,0xdef0,AURGRES12DEL01,34.0,4.8,19.879631,75.323403,19.919631,75.363403,2022-02-11,16:15:00,16:20:00,Windy,Medium,1.0,Snack,motorcycle,1.0,No,Metropolitian,34.0,2,0
2175,0xb028,RANCHIRES010DEL01,26.0,4.8,23.354422,85.3329,23.424422,85.4029,2022-03-23,23:30:00,23:35:00,Windy,Low,2.0,Meal,motorcycle,0.0,No,Urban,10.0,3,0
2176,0x5b94,HYDRES13DEL02,21.0,5.0,17.431477,78.40035,17.451477,78.42035,2022-03-24,10:15:00,10:20:00,Sandstorms,Low,2.0,Buffet,scooter,0.0,No,Urban,11.0,3,0
2177,0xd77c,AGRRES16DEL03,37.0,4.9,0.0,0.0,0.09,0.09,2022-02-14,21:35:00,21:45:00,Sandstorms,Jam,1.0,Buffet,motorcycle,1.0,No,Urban,29.0,2,0
2178,0x6b80,BANGRES17DEL02,31.0,4.3,12.972532,77.608179,13.052532,77.688179,2022-03-08,20:00:00,20:15:00,Sunny,Jam,0.0,Drinks,motorcycle,1.0,No,Metropolitian,31.0,3,0
2179,0xc0fb,KOLRES02DEL01,32.0,4.7,-22.514585,88.39331,22.554585,88.43331,2022-02-15,16:15:00,16:25:00,Stormy,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,32.0,2,0
2180,0x5a93,PUNERES03DEL02,30.0,4.8,18.554382,73.798206,18.604382,73.848206,2022-03-21,19:50:00,20:05:00,Stormy,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,25.0,3,0
2181,0x174c,RANCHIRES18DEL03,35.0,4.5,23.351489,85.324253,23.441489,85.414253,2022-03-02,22:50:00,22:55:00,Sandstorms,Low,0.0,Snack,motorcycle,0.0,No,Metropolitian,29.0,3,0
2182,0xb8ad,SURRES08DEL01,20.0,4.5,21.173343,72.792731,21.283343,72.902731,2022-03-31,18:10:00,18:20:00,Fog,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,35.0,3,0
2183,0x68db,MYSRES05DEL01,33.0,4.7,12.323978,76.627961,12.433978,76.737961,2022-03-14,17:55:00,18:10:00,Stormy,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,30.0,3,0
2184,0x8a70,HYDRES16DEL01,33.0,4.5,17.440827,78.393391,17.550827,78.503391,2022-04-02,23:25:00,23:35:00,Windy,Low,2.0,Snack,motorcycle,0.0,No,Metropolitian,24.0,4,0
2185,0x65a3,MUMRES05DEL01,38.0,4.6,18.927584,72.832585,19.037584,72.942585,2022-03-25,17:15:00,17:20:00,Fog,Medium,1.0,Snack,motorcycle,1.0,No,Metropolitian,33.0,3,0
2186,0x4955,COIMBRES010DEL02,30.0,4.8,11.003008,76.97544,11.053009,77.02544,2022-03-28,22:20:00,22:30:00,Stormy,Low,2.0,Meal,scooter,1.0,No,Metropolitian,26.0,3,0
2187,0xb6b4,CHENRES19DEL01,39.0,4.4,12.986047,80.218114,13.056047,80.288114,2022-03-31,23:45:00,23:55:00,Fog,Low,1.0,Drinks,scooter,2.0,No,Metropolitian,36.0,3,0
2188,0xa274,CHENRES14DEL01,33.0,4.8,13.026279,80.174568,13.136279,80.284568,2022-04-02,17:35:00,17:40:00,Cloudy,Medium,1.0,Meal,motorcycle,1.0,No,Urban,33.0,4,0
2189,0xb221,JAPRES18DEL03,31.0,3.9,26.913987,75.752891,27.003987,75.842891,2022-04-02,20:20:00,20:30:00,Sandstorms,Jam,2.0,Snack,scooter,0.0,No,Urban,33.0,4,0
2190,0x8803,PUNERES08DEL03,26.0,4.7,18.53408,73.89852,18.59408,73.95852,2022-03-15,21:40:00,21:45:00,Windy,Jam,1.0,Meal,scooter,0.0,No,Urban,11.0,3,0
2191,0x29a0,BANGRES18DEL03,34.0,4.8,12.913041,77.683237,12.973041,77.743237,2022-03-26,19:35:00,19:50:00,Windy,Jam,2.0,Drinks,motorcycle,1.0,No,Metropolitian,31.0,3,0
2192,0xd791,AGRRES05DEL03,25.0,4.7,27.201725,78.007553,27.291725,78.097553,2022-02-12,17:50:00,18:05:00,Sunny,Medium,2.0,Snack,scooter,0.0,No,Urban,12.0,2,0
2193,0xbced,SURRES15DEL02,22.0,5.0,21.160522,72.771477,21.210522,72.821477,2022-03-26,22:00:00,22:10:00,Sandstorms,Jam,2.0,Meal,scooter,0.0,No,Urban,22.0,3,0
2194,0xdec0,ALHRES16DEL03,38.0,4.0,25.450377,81.834236,25.510377,81.894236,2022-02-13,17:40:00,17:50:00,Stormy,Medium,1.0,Meal,scooter,1.0,No,Metropolitian,32.0,2,0
2195,0x264c,HYDRES010DEL03,37.0,4.8,17.428294,78.404423,17.488294,78.464423,2022-04-03,22:45:00,23:00:00,Stormy,Low,1.0,Drinks,motorcycle,1.0,No,Metropolitian,28.0,4,0
2196,0x29e3,MYSRES12DEL02,20.0,4.9,12.284747,76.625861,12.304747,76.645861,2022-03-26,10:35:00,10:40:00,Sunny,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,16.0,3,0
2197,0x2f67,INDORES14DEL02,39.0,4.1,22.761593,75.886362,22.781593,75.906362,2022-03-26,11:30:00,11:45:00,Cloudy,High,1.0,Buffet,motorcycle,0.0,No,Metropolitian,32.0,3,0
2198,0x9e2e,VADRES16DEL01,36.0,4.6,0.0,0.0,0.07,0.07,2022-03-23,21:00:00,21:10:00,Windy,Jam,1.0,Drinks,scooter,1.0,No,Metropolitian,26.0,3,0
2199,0x55b1,COIMBRES11DEL01,36.0,4.8,11.001753,76.986241,11.111753,77.096241,2022-03-29,18:45:00,18:50:00,Fog,Medium,2.0,Drinks,motorcycle,1.0,No,Urban,31.0,3,0
2200,0x1a08,BANGRES05DEL01,36.0,4.4,12.970324,77.645748,13.040324,77.715748,2022-03-20,20:15:00,20:20:00,Stormy,Jam,1.0,Snack,scooter,0.0,No,Metropolitian,33.0,3,0
2201,0x3a07,PUNERES14DEL01,31.0,4.9,18.516216,73.842527,18.526216,73.852527,2022-03-13,10:15:00,10:20:00,Sunny,Low,2.0,Buffet,scooter,1.0,No,Urban,10.0,3,0
2202,0x655e,MYSRES20DEL01,22.0,5.0,12.337978,76.616792,12.407978,76.686792,2022-03-10,20:30:00,20:40:00,Fog,Jam,1.0,Buffet,scooter,1.0,No,Urban,31.0,3,0
2203,0x8b4e,CHENRES09DEL03,23.0,4.9,13.044694,80.26147,13.134694,80.35147,2022-03-27,19:55:00,20:05:00,Stormy,Jam,2.0,Drinks,scooter,1.0,No,Metropolitian,21.0,3,0
2204,0x3952,BANGRES07DEL03,22.0,4.6,12.978453,77.643685,13.008453,77.673685,2022-03-21,20:00:00,20:05:00,Windy,Jam,2.0,Drinks,electric_scooter,0.0,No,Metropolitian,10.0,3,0
2205,0x5137,MUMRES12DEL01,39.0,4.7,19.207222,72.972281,19.277222,73.042281,2022-04-04,22:00:00,22:10:00,Sunny,Jam,1.0,Snack,scooter,1.0,No,Metropolitian,26.0,4,0
2206,0xa3f3,VADRES14DEL03,22.0,4.0,22.311603,73.165012,22.341603,73.195012,2022-03-05,22:35:00,22:40:00,Sandstorms,Low,0.0,Meal,motorcycle,0.0,No,Metropolitian,29.0,3,0
2207,0x2944,INDORES18DEL03,23.0,4.8,22.753839,75.897429,22.783839,75.927429,2022-03-11,20:55:00,21:10:00,Sandstorms,Jam,0.0,Drinks,motorcycle,1.0,No,Metropolitian,27.0,3,0
2208,0x8071,JAPRES04DEL01,27.0,4.6,26.902328,75.794257,26.972328,75.864257,2022-04-06,23:45:00,23:55:00,Stormy,Low,1.0,Snack,motorcycle,0.0,No,Urban,12.0,4,0
2209,0x7078,COIMBRES12DEL01,29.0,4.8,11.000762,76.981876,11.040762,77.021876,2022-03-11,16:50:00,17:05:00,Stormy,Medium,0.0,Meal,motorcycle,0.0,No,Metropolitian,10.0,3,0
2210,0xde85,KNPRES15DEL02,34.0,4.8,26.482419,80.320939,26.502419,80.340939,2022-02-13,11:45:00,11:50:00,Sunny,High,0.0,Buffet,motorcycle,1.0,No,Metropolitian,20.0,2,0
2211,0xa95d,BANGRES09DEL01,21.0,4.7,12.934179,77.615797,13.044179,77.725797,2022-03-23,20:30:00,20:40:00,Stormy,Jam,2.0,Meal,electric_scooter,0.0,No,Urban,21.0,3,0
2212,0x6411,COIMBRES03DEL01,30.0,4.7,11.025083,77.015393,11.035083,77.025393,2022-03-11,09:50:00,10:05:00,Windy,Low,2.0,Snack,scooter,1.0,No,Metropolitian,27.0,3,0
2213,0x7d94,SURRES05DEL01,24.0,4.8,21.175104,72.804342,21.185104,72.814342,2022-03-03,08:40:00,08:45:00,Stormy,Low,1.0,Meal,scooter,0.0,No,Urban,11.0,3,0
2214,0x55a3,INDORES01DEL02,26.0,4.5,22.695207,75.866059,22.745207,75.916059,2022-03-28,19:20:00,19:25:00,Cloudy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,25.0,3,0
2215,0x1004,BANGRES19DEL01,23.0,4.7,12.914264,77.6784,12.954264,77.7184,2022-03-11,12:45:00,13:00:00,Cloudy,High,1.0,Meal,scooter,1.0,No,Metropolitian,30.0,3,0
2216,0xcc62,KOLRES08DEL01,29.0,5.0,22.53796,88.349843,22.54796,88.359843,2022-02-17,10:00:00,10:15:00,Stormy,Low,2.0,Drinks,motorcycle,0.0,No,Urban,12.0,2,0
2217,0xddd2,AGRRES19DEL01,39.0,5.0,0.0,0.0,0.11,0.11,2022-02-16,21:45:00,21:55:00,Fog,Jam,2.0,Buffet,scooter,1.0,No,Metropolitian,40.0,2,0
2218,0x2a8e,RANCHIRES08DEL03,32.0,4.5,23.353783,85.326967,23.413783,85.386967,2022-03-03,22:20:00,22:25:00,Sunny,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,24.0,3,0
2219,0xc7f,HYDRES07DEL02,24.0,4.8,17.424114,78.347554,17.474114,78.397554,2022-03-24,17:40:00,17:55:00,Windy,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,22.0,3,0
2220,0x1b91,INDORES08DEL01,22.0,4.6,22.725748,75.898497,22.735747,75.908497,2022-03-15,11:30:00,11:40:00,Sandstorms,High,0.0,Drinks,motorcycle,1.0,No,Metropolitian,25.0,3,0
2221,0x327d,CHENRES16DEL01,23.0,4.7,13.049645,80.242268,13.159645,80.352268,2022-03-06,00:00:00,00:05:00,Fog,Low,0.0,Buffet,motorcycle,1.0,No,Urban,21.0,3,0
2222,0x9633,BANGRES06DEL02,34.0,4.4,12.979096,77.640625,13.059096,77.720625,2022-03-29,23:10:00,23:20:00,Fog,Low,1.0,Snack,motorcycle,1.0,No,Urban,34.0,3,0
2223,0x8e32,HYDRES12DEL03,31.0,4.5,17.429585,78.392621,17.459585,78.422621,2022-04-05,20:50:00,21:05:00,Sunny,Jam,2.0,Snack,scooter,1.0,No,Metropolitian,16.0,4,0
2224,0x105c,MYSRES04DEL01,22.0,4.4,12.3085,76.665808,12.3185,76.675808,2022-04-05,10:15:00,10:25:00,Windy,Low,0.0,Drinks,motorcycle,0.0,No,Metropolitian,19.0,4,0
2225,0x1a7b,MUMRES06DEL01,28.0,4.9,19.055831,72.833984,19.095831,72.873984,2022-03-05,13:30:00,13:45:00,Fog,High,0.0,Snack,motorcycle,1.0,No,Metropolitian,27.0,3,0
2226,0x4f4c,INDORES08DEL01,22.0,4.5,22.725748,75.898497,22.735747,75.908497,2022-04-05,08:40:00,08:55:00,Fog,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,20.0,4,0
2227,0xc09d,ALHRES02DEL02,20.0,4.7,-25.453436,81.833167,25.473436,81.853167,2022-02-17,11:55:00,12:05:00,Sandstorms,High,0.0,Meal,motorcycle,1.0,No,Urban,34.0,2,0
2228,0x6008,BANGRES02DEL01,34.0,4.6,12.970221,77.645396,13.010221,77.685396,2022-03-26,14:10:00,14:15:00,Sandstorms,High,0.0,Snack,motorcycle,1.0,No,Metropolitian,36.0,3,0
2229,0x8f49,MYSRES18DEL01,39.0,4.8,12.337928,76.617889,12.377928,76.657889,2022-04-05,15:25:00,15:40:00,Sunny,Medium,2.0,Snack,motorcycle,1.0,No,Metropolitian,17.0,4,0
2230,0x34f9,RANCHIRES010DEL01,32.0,4.0,23.354422,85.3329,23.394422,85.3729,2022-03-03,15:00:00,15:15:00,Fog,High,1.0,Snack,motorcycle,0.0,No,Metropolitian,37.0,3,0
2231,0xcd3a,BHPRES05DEL02,38.0,4.7,23.214459,77.434976,23.264459,77.484976,2022-02-17,20:30:00,20:35:00,Windy,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,33.0,2,0
2232,0x7ac4,PUNERES08DEL02,36.0,4.9,18.53408,73.89852,18.66408,74.02852,2022-03-27,17:20:00,17:30:00,Cloudy,Medium,1.0,Buffet,scooter,2.0,No,Metropolitian,43.0,3,0
2233,0x667a,MYSRES19DEL01,38.0,4.9,12.334022,76.618203,12.344022,76.628203,2022-04-05,09:30:00,09:35:00,Fog,Low,1.0,Meal,scooter,1.0,No,Metropolitian,17.0,4,0
2234,0x8064,MUMRES09DEL03,35.0,4.8,18.994049,72.825203,19.054049,72.885203,2022-03-09,23:35:00,23:45:00,Sandstorms,Low,1.0,Snack,motorcycle,0.0,No,Urban,22.0,3,0
2235,0xdfa6,DEHRES010DEL01,38.0,5.0,30.328174,78.049117,30.368174,78.089117,2022-02-13,12:55:00,13:05:00,Windy,High,0.0,Buffet,motorcycle,1.0,No,Metropolitian,33.0,2,0
2236,0x1b45,JAPRES12DEL01,20.0,2.8,26.902908,75.792934,27.012908,75.902934,2022-03-29,22:55:00,23:00:00,Sunny,Low,1.0,Drinks,scooter,2.0,No,Urban,39.0,3,0
2237,0xd544,AURGRES08DEL01,29.0,4.2,19.876428,75.364792,19.886428,75.374792,2022-02-15,10:40:00,10:55:00,Windy,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,29.0,2,0
2238,0x19a9,RANCHIRES17DEL02,36.0,4.9,23.374878,85.335739,23.424878,85.385739,2022-03-28,21:45:00,22:00:00,Stormy,Jam,1.0,Meal,motorcycle,1.0,No,Metropolitian,26.0,3,0
2239,0x576d,PUNERES12DEL02,28.0,4.5,18.520016,73.830547,18.540016,73.850547,2022-03-03,11:50:00,11:55:00,Fog,High,1.0,Drinks,motorcycle,1.0,No,Metropolitian,24.0,3,0
2240,0x9a75,HYDRES09DEL02,36.0,4.6,17.431668,78.408321,17.511668,78.488321,2022-03-29,23:20:00,23:35:00,Stormy,Low,2.0,Snack,scooter,0.0,No,Metropolitian,27.0,3,0
2241,0xa2bb,MUMRES13DEL01,30.0,4.9,19.178321,72.834715,19.248321,72.904715,2022-03-06,18:50:00,18:55:00,Sunny,Medium,1.0,Meal,motorcycle,0.0,No,Metropolitian,22.0,3,0
2242,0x403e,SURRES06DEL03,36.0,4.0,21.185047,72.80859,21.215047,72.83859,2022-04-05,21:45:00,21:55:00,Sandstorms,Jam,0.0,Meal,motorcycle,1.0,Yes,Urban,44.0,4,0
2243,0xbd38,RANCHIRES01DEL01,34.0,4.2,23.416792,85.316842,23.526792,85.426842,2022-03-25,21:10:00,21:25:00,Stormy,Jam,0.0,Drinks,motorcycle,0.0,No,Metropolitian,41.0,3,0
2244,0x1800,MYSRES02DEL01,33.0,5.0,12.304569,76.643622,12.374569,76.713622,2022-03-29,18:50:00,19:00:00,Sunny,Medium,1.0,Drinks,scooter,1.0,No,Urban,27.0,3,0
2245,0xca17,KOCRES010DEL02,36.0,4.2,10.035573,76.336958,10.055573,76.356958,2022-02-13,11:50:00,12:00:00,Cloudy,High,1.0,Snack,scooter,0.0,No,Metropolitian,39.0,2,0
2246,0x2b87,COIMBRES14DEL01,35.0,4.6,11.003681,76.975525,11.013681,76.985525,2022-03-30,09:30:00,09:45:00,Cloudy,Low,2.0,Buffet,motorcycle,0.0,No,Metropolitian,17.0,3,0
2247,0x9e4f,HYDRES010DEL01,38.0,4.6,17.428294,78.404423,17.538294,78.514423,2022-03-20,23:25:00,23:40:00,Windy,Low,0.0,Meal,motorcycle,1.0,No,Urban,28.0,3,0
2248,0x781a,MYSRES09DEL03,39.0,4.8,12.323194,76.630583,12.353194,76.660583,2022-03-26,22:45:00,22:50:00,Sunny,Low,1.0,Meal,motorcycle,1.0,No,Metropolitian,18.0,3,0
2249,0x98cd,SURRES06DEL02,29.0,4.9,21.185047,72.80859,21.315047,72.93859,2022-03-31,19:00:00,19:05:00,Sunny,Medium,0.0,Drinks,motorcycle,1.0,No,Metropolitian,29.0,3,0
2250,0x2daa,HYDRES20DEL02,39.0,4.8,17.483216,78.552111,17.503216,78.572111,2022-03-30,09:15:00,09:30:00,Sunny,Low,1.0,Buffet,motorcycle,1.0,No,Metropolitian,10.0,3,0
2251,0xafa1,VADRES20DEL01,23.0,4.3,22.311358,73.164798,22.421358,73.274798,2022-03-12,21:00:00,21:15:00,Stormy,Jam,0.0,Buffet,motorcycle,2.0,No,Metropolitian,36.0,3,0
